image_id,disease,location,organ
26224684_gov036-F1,...,...,...
35329677_materials-15-02228-sch004,,,
34141805_F1,,,lungs
27689093_fig6,,,subcutaneous tissue
26958334_F1,biliary fistula,around the lesion,biliary system
35453958_diagnostics-12-00910-f006,,,femora
27028995_F1,Solar dermatitis,,skin
26933631_Fig1,Renal cancer,,Right kidney
34012342_fig2,Bilateral Lung Infiltration,Lower Lung Fields,Lungs
34012342_fig2,Pneumonia,,Lungs
34012342_fig2,Pulmonary Edema,,Lungs
34012342_fig2,Acute Respiratory Distress Syndrome (ARDS),,Lungs
34012342_fig2,Interstitial Lung Disease,,Lungs
34012342_fig2,Diffuse Alveolar Hemorrhage,,Lungs
27536877_fig2s12,,,organ
26980714_RJW031F2,C4/5 Subluxation,C4/5,cervical spine
28396742_sfw119-F2,Granulomatous Interstitial Nephritis,,Kidney
27042603_F1,Herniated Stomach,,Stomach
35616740_Fig1,,,Vertebrae
35616740_Fig1,Tumor,,Spinal Canal
34215641_F1,,,Lung
35662742_F8,,,spine
34239247_FI-4,minimal pneumothorax,under the flap,pleurium
27757344_F1,pleomorphic adenoma (PA),upper right,parotid gland
27047751_f0005,Possible Sinus Infection,Superior or Intermediate Nasal Conduction Pathway,Sinuses
27047751_f0005,Possible Sinus Infection,Bilateral Ethmoid Sinuses,Sinuses
35684587_sensors-22-03966-f001,Alzheimer's,,Brain
34239247_FI-6,No diagnosis mentioned,,Lungs
27757344_F2,,,
27047751_f0015,ground glass opacity,,lungs
35684587_sensors-22-03966-f002,Alzheimer's disease,hippocampus,brain
35684587_sensors-22-03966-f002,,medial temporal lobe,brain
34099443_F3,lymphadenopathy,hila,lung
27757344_F3,Pleomorphic adenoma,,Lung
27051112_F2,pneumothorax,crossing the midline,right lung
27765806_rjw169F3,,proximal colon,colon
19123935_F3,hepatocellular degeneration,Segment VII,Liver
19123935_F3,hepatoma,Segment VII,Liver
34101762_pone.0252573.g007,,,
27824080_f5,Lipid Metabolism Issue,Cytoplasm (lipid droplets),Liver
28281681_f4,esophageal variceal bleeding,4 mm caudal to the hard-soft palate junction,pharynx
27824080_f6,,lipid droplets,Liver
28282379_pone.0172111.g001,,,
28878615_F1,nodules,,lungs
27470502_gaw051F5,unhealthy oocytes,,ovary
27470502_gaw051F5,unhealthy granulosa cells,,ovary
27470502_gaw051F5,degenerated stroma,,ovary
27114948_F1,,,body
28298998_F2,lytic osteolytic lesion,cortical,bone
34277178_FIG2,ground glass opacities,central and peripheral zones bilaterally,lungs
27750221_F6,None,acini,pancreas
27750221_F6,None,ducts with dysplastic changes and fibrosis,pancreas
27750221_F6,None,peri-ductal fibrosis area,pancreas
27750221_F6,None,"fibrotic stroma near the ducts, mononuclear inflammatory cells",pancreas
27227941_F1,spontaneous renal subcapsular fluid collection,retroperitoneal,kidney
28257643_Fig4,pontine-cerebellar dysplasia,pontine and cerebellar regions,brain
34276232_fig2-11795476211017733,dextrocardia,right hemithorax,heart
27891268_fig2,crescentic glomerulonephritis (GN) pauci-immune type,glomeruli,kidney
27175660_F1,subacute ischemic stroke,right MCA-PCA watershed territory and ACA territory,brain
27175660_F1,subacute ischemic stroke,frontal lobes,brain
27175660_F1,lacunar infarct,right thalamus,thalamus
28257643_Fig5,Cerebellar Dysplasia,,Brain
34225689_Fig1,mediastinal hernia,,mediastinum
26443601_Fig1,Nodules,,Lungs
28491185_fig2,,,
27445520_fig1,pericardial mass,left anterior,pericardium
27445520_fig1,pleural effusion,,pleura
28472100_pone.0177088.g003,,,vertebrae
28929005_fig3,empyema,,chest
28929005_fig3,foreign body,near the lung or mediastinum,chest
28929005_fig3,esophageal perforation,,esophagus
27893744_pone.0165475.g006,Myocarditis,,Heart
27445520_fig4,,,
28491174_fig4,Hemorrhage,Periplacental,Liver
27893778_pone.0167059.g010,,,Lymph nodes
27336019_fig2-2333794X16646697,Possible pathological finding,left neck region,soft tissues
28929005_fig6,pleuritis,effusion,pleura
28929005_fig6,esophageal foreign body,anatomical site of the esophagus,esophagus
28929005_fig6,perforation of the esophagus,areas with free air or gas,esophagus
27313987_fig3,Duplicated Collecting System,,Kidney
27313987_fig3,Ureteral Stent Coil,Upper pole moiety,Kidney
28491201_fig6,,,
28929005_fig7,loculated empyema,pleural space between lung and chest wall,lungs
27920975_fig4,Hypercellularity,Mesangial area of the glomerulus,Kidney
27281363_fig0005,angiomyxoma,,pelvis
28321471_Fig2,increased 18F-florbetaben uptake,lumen,common carotid artery
28929005_fig9,,,chest
28058081_F2,,Basal layer not visible,Mucosa
28521822_Fig3,,Basal Ganglia,Brain
28928990_fig1,,,
28058081_F3,,,mucosa
28695020_fig3,lesion,,brain
28070193_fig1,,within the bladder,bladder
27532036_F2,,,skull base
20838726_F4,,,Chest
28070193_fig2,Ciliated simple columnar epithelium lining a cyst resembling Mullerian derived structures and associated with inflammation or other conditions,,cyst
27532036_F3,,,Brain
27532036_F3,,,Brain
27532036_F3,,Target area within the brain,Brain
28983362_F1,Brain cancer,supraoccipital area,brain
20838726_F5,,,
28112153_f7,high-grade progressive intramural nodule,anterior prostate,prostate
27516794_F0003,,,
29097918_fig17,cancer,,lung
27579387_f1,renal cell carcinoma,right upper pole,kidney
29133818_Fig2,prostate cancer,,prostate
29133818_Fig2,benign conditions,,prostate
34348943_F1,Community-Acquired Pneumonia (CAP),,lungs
28326266_F3,metastatic renal cell carcinoma,clusters of tumor cells with prominent blood vessels,brain
27579387_f2,,right,kidney
29163955_fig2-2050313X17741824,Bone abnormalities,,bone
34386054_f0002,No specific disease mentioned,,Lung
34386054_f0002,No specific disease mentioned,,Heart
17014733_F2,villoglandular adenocarcinoma,,cervix
17014733_F2,adenoCA,adenocarcinoma,cervical
27579378_f1,bilateral staghorn stones,renal calyx,kidney
27579378_f1,mild left hydronephrosis,renal pelvis and calyces,kidney
27579378_f1,bilateral parenchymal thinning,renal parenchyma,kidney
29167446_Fig2,,,Kidneys
29167446_Fig2,,,Aorta
28794646_f3-jaa-10-225,Asthma,,Lung
27579378_f2,Kidney stones,right kidney,Kidney
27579378_f2,Kidney stones,left kidney,Kidney
29167446_Fig4,,,Kidneys
29167446_Fig4,,,Aorta
28966589_F2,,right ventricle,heart
27579405_f3,,,pelvis
29250552_fig3,sinonasal inverted papilloma,left side,nasal cavity
28979026_F4,Miliary opacities,Miliary areas,Lung
18480170_DDN135F5,,,neural tissue
18480170_DDN135F5,,,neural tissue
18480170_DDN135F5,,,neural tissue
18480170_DDN135F5,,,neural tissue
27579403_f2,renal calculus,inside the cyst,kidney
29170468_Fig6,Fetal Congenital Heart Disease (CHD),,Heart
29170468_Fig6,Hypoplastic Left Heart Syndrome (HLHS),,Heart
28957324_pntd.0005737.g002,infectious disease,left lower part,lungs
27579385_f1,bilateral hydroureteronephrosis,,ureters and renal pelvis
27579385_f1,perinephric stranding,"hazy, linear areas of increased attenuation surrounding the kidneys",perinephric fat
27579385_f1,bilateral obstructing ureteral stones,,ureters
29142813_F1,aortopulmonary window,between the aorta and pulmonary artery,chest
27579411_f1,severe hydronephrosis,left,kidney
29142816_F5,,,Chest
19398592_CPT-62-05-0387-f01,acute lung injury,,lungs
29379290_f5-ndt-14-179,Brain Atrophy,Posterior Frontal Lobe,Frontal Lobe
29379290_f5-ndt-14-179,Decreased Metabolism,Diffusely Decreased Metabolism,Basal Ganglia
34422865_F1,,,Lung
34422865_F1,,,Pleura
27579417_f3,,peritoneal cavity,peritoneum
29390462_F1,abnormal finding,bilateral,thalamus
29390462_F1,abnormal finding,,periventricular white matter
29390462_F1,abnormal finding,left,hippocampus
29390462_F1,abnormal finding,,occipital lobe
29390462_F1,abnormal finding,,parietal lobe
29142582_F1,Soft tissue density,,Lung
29142582_F1,Linear metallic foreign body,,Lung
19398592_CPT-62-05-0387-f10,Usual Interstitial Pneumonia,,Lung
27579423_f1,Perinephric hematoma,Anteriorly,Kidney
27579423_f1,Obstructive proximal ureteral stone,,Ureter
27579423_f1,Left perinephric stranding,,Kidney (perinephric fat)
29390462_F2,Multiple Sclerosis,Left Occipital Lobe,Brain
29110705_Fig1,Subcutaneous Emphysema,subcutaneous areas,Skin
29110705_Fig1,Pneumomediastinum,,Mediastinum
19398592_CPT-62-05-0387-f11,Fibroblast Foci,Interface between dense scar tissue and adjacent normal lung tissue,Lung
27579423_f2,perinephric hematoma,"irregular, hyperdense region surrounding the kidney",kidney
27579423_f2,nonobstructive lower pole 6mm stone,"small, round, hyperdense structure in the lower part of the kidney",kidney
27579423_f2,1.1cm obstructive proximal ureteral stone,"larger, round, hyperdense structure in the proximal part of the ureter",ureter
27579423_f2,left perinephric stranding,"linear areas of increased density surrounding the left kidney extending to distal aorta, iliac vessels, and presacral space",kidney
29487362_Fig7,,,liver
29487362_Fig7,,,gall bladder
29487362_Fig7,,,kidneys
19398592_CPT-62-05-0387-f12,Diffuse Alveolar Wall Fibrosis,Interstitial between alveoli,Lung
27579429_f1,hydronephrosis,,kidney
27579429_f1,,right distal,ureter
27579429_f1,,left,ureteropelvic junction
29560478_fig3,,,Optic Nerve
29204301_fig2,pneumonia,right side,lungs
29204301_fig2,parapneumonic effusion,adjacent to the pneumonia area on the right side of the chest,pleura
19398592_CPT-62-05-0387-f13,airway-centered fibrosis,bronchioles,lung
29560421_fig0005,,subcutaneous fat,lumbar region
34422715_F1,,,
19398592_CPT-62-05-0387-f14,Langerhans cell histiocytosis (LCH),airway-centered,airway
27579440_f2,,,
29560421_fig0010,Bone Fat Thickness (BFT),L1 vertebra,Spine
29560421_fig0010,BBone Fat Thickness (BFT),L5 vertebra,Spine
29147594_fig2,Pneumothorax,,Lung
29147594_fig2,Pleural Effusion (Air-fluid Level),Right hemithorax,Lung
29147594_fig2,Pneumonia,Left lower lobe,Lobe of the Lung
19398592_CPT-62-05-0387-f15,Lymphocytic Infiltrates,,lymph node
35620133_F2,Abnormal brain structures,Periventricular region,Brain
35620133_F2,Abnormal brain structures,Left cerebellar peduncle,Brain
35620133_F2,Abnormal brain structures,Dentate nuclei,Brain
35620133_F2,Spinal cord atrophy,Medulla oblongata,Spinal cord
29021955_fig1,foreign body,left main bronchus,bronchus
19398592_CPT-62-05-0387-f16,Non-specific Interstitial Pneumonia,tissue,Lung
27579440_f5,...,...,...
29021952_fig2,Infection,,Lungs
19398592_CPT-62-05-0387-f18,atypical mycobacterial infection (Mycobacterium avium complex),alveolar spaces and alveolar ducts,lungs
27579416_f1,Subcapsular hematoma,,Kidney
27579416_f1,,subcapsular area,Kidney
29632509_F1,Neuroinflammation,,cerebrum
29301140_f1-amjcaserep-18-1401,Enlarged heart,,Heart
29301140_f1-amjcaserep-18-1401,Bilateral pulmonary artery enlargement,bilateral pulmonary arteries,Lung
29301140_f1-amjcaserep-18-1401,Diffuse interstitial lung shadowing,diffuse throughout the lung fields,Lung
19398592_CPT-62-05-0387-f19,diffuse alveolar hemorrhage,alveoli,lung
27594963_fig3,Sclerosis and expansion,,Skull base
27594963_fig3,Narrowing,right,Internal auditory canal
29609578_Fig2,giant cell tumor,clivus,clivus
19398592_CPT-62-05-0387-f20,Cryptogenic Organising Pneumonia (COP),"Airspaces, terminal bronchioles, alveolar ducts, and alveoli",Lung
27597906_fig4,,,
29614070_pone.0194128.g001,,,
19398592_CPT-62-05-0387-f21,desquamative interstitial pneumonia (DIP),alveolar spaces,lung
27597914_fig3,fracture malunion,left 4th toe,foot
27597914_fig3,dorsal dislocation,MTP joint,foot
19398592_CPT-62-05-0387-f23,Pulmonary Alveolar Proteinosis (PAP),Alveoli,Lung
27597913_fig2,,hip to knee,lower leg
29668721_pone.0196008.g001,,,hippocampus
34580630_fig0010,Bilateral enlargement of hilar lymph nodes,Near bronchial structures,Lungs
19398592_CPT-62-05-0387-f24,Sarcoïdosis,,Lungs
27597913_fig3,,,spine
27597913_fig3,,,heart
27597913_fig3,,,liver
27597913_fig3,,,lungs
29541564_FIG2,,,
19398592_CPT-62-05-0387-f25,sarcoidosis,around the central pulmonary artery,pulmonary
27589983_Fig1,Organ Herniation,Thoracic Cavity,Abdomen
35621897_jimaging-08-00133-f001,,,Head
29541565_FIG1,,,Heart
19398592_CPT-62-05-0387-f26,silicatosis,around silicatosis nodules,lungs
27475115_fig0020,Failing costochondral graft,,ribcage
29736360_FIG1,Spinal stenosis,,lumbar spine
29736360_FIG1,Modic changes,L4-L5,lumbar spine
29736360_FIG1,Partial laminar defect,L4-5,spine
29736360_FIG1,Bilateral stenosis,L3-4,lumbar spine
29736360_FIG1,Right stenosis at L4-5 compressing the right L5 nerve root,right,spine
34540207_fig1,Diaphragmatic Hernia,,Diaphragm
19398592_CPT-62-05-0387-f28,constrictive bronchiolitis,Bronchiole,Lung
27625984_fig1,,,
29782598_Fig6,...,...,...
19398592_CPT-62-05-0387-f29,constrictive bronchiolitis,Small scarred bronchiole,Bronchiole of the lung
19398592_CPT-62-05-0387-f29,constrictive bronchiolitis,Recently bifurcated profiles,Pulmonary artery
19398592_CPT-62-05-0387-f29,constrictive bronchiolitis,Varicosity of the terminal airways,Terminal airways
27625985_fig1,Lung Cancer,,Lungs
27625985_fig1,Lung Cancer,Peribronchial,Lungs
27625985_fig1,Lung Cancer,Peribronchial,Lungs
27625985_fig1,Lung Cancer,Subpleural,Lungs
19398592_CPT-62-05-0387-f30,Early dilatation lesion,upper right of center,pulmonary
27635266_fig1,foci of gas,within the cerebral vein structure,venal
19398592_CPT-62-05-0387-f31,Lymphangioleiomyomatosis,,Lung
19398592_CPT-62-05-0387-f31,Cysts,,Lung tissue
19398592_CPT-62-05-0387-f31,Aggregated fascicles,Within the cyst walls,Cyst walls
27635266_fig2,cerebral artery gas,sub-ventricular zone,brain/gray matter
29991994_fig001,hydrocephalus,ventricles,brain
19335914_F2,adenocarcinoma,,nerve sheath
27635269_fig2,Not mentioned,,Head
29942531_omy022F3,Hematoma,Between the medial head of M. gastrocnemius and M. soleus in the left lower leg,Lower limb
27825136_F2,Epithelial tumor,,mammary
27825136_F2,Spindle cell carcinoma,,mammary
27825136_F2,Adenosquamous tumor,,mammary
27635277_fig1,,,
30174959_fig3,,,lumbar disc
30174959_fig3,,,lumbar disc
30174959_fig3,,,lumbar disc
30174959_fig3,,,lumbar disc
28331308_f5-ijn-12-1827,,,tumor or major organ
28331308_f5-ijn-12-1827,,,tumor or major organ
28331308_f5-ijn-12-1827,,,tumor or major organ
28331308_f5-ijn-12-1827,,,tumor or major organ
28331308_f5-ijn-12-1827,,,tumor or major organ
27593885_F2,multilobulated cystic mass,left lower lobe,lung
30175138_fig3,,insertion of the tendon into the calcaneus,hind limb
34540431_FIG1,right pulmonary hypoplasia,,pulmonary
34540431_FIG1,dextroposition,,
34540431_FIG1,scoliosis,,spinal
27683028_F0002,Lymphadenopathy,,Lymphatic Organs
27683028_F0002,Atelectasis,left,Lungs
27683028_F0002,Pleural Effusion,ipsilateral,Pleura
34540427_FIG1,Pneumonia,right side of the thoracic cavity,Pleura
28272235_F3,Hemolymphangioma,,Rectum
27683028_F0003,rectal cancer,,rectum
27683028_F0003,lymph node enlargement,,
30211386_F1,Osteophyte Arthritis (OA),Closing Physis between Metaphy and Epiphysis,Knee Joint
28291248_f1,,,Tissue
30211386_F2,,periphery of the growth plate,knee
28472095_pone.0176887.g002,Pulmonary arterial hypertension,tissue organization,lungs
28472095_pone.0176887.g002,Pulmonary arterial hypertension,smooth muscle cells,lungs
28472095_pone.0176887.g002,Pulmonary arterial hypertension,elastic tissue,lungs
28472095_pone.0176887.g002,Pulmonary arterial hypertension,collagenous tissue,lungs
27711109_pntd.0004945.g005,Pleural Effusion,Left,Lung
30291526_Fig1,Huntington's disease,Basal ganglia,Brain
28491178_fig5,ossifying fibroma,,bone
27714646_Fig2,Fistula,Left side cartilage portion,Trachea
27714646_Fig2,Stapler,Fistula portion,Trachea
30310998_Fig2,,,Brain
34532143_fig4,,,Lungs
28529481_F5,,,Brain
28529481_F5,,,Spleen
28529481_F5,,,Liver
28529481_F5,,,Kidney
28529481_F5,,,Heart
30136118_Fig4,Acute Lysis Spectrum Polycystic Ovary Syndrome,white matter,brain
30136118_Fig4,Acute Lysis Spectrum Polycystic Ovaries Syndrome-related calcifications,frontal and parietal white matter,brain
29765783_fig1,Pneumonia,alveolar spaces,lungs
29765783_fig1,Pulmonary edema,alveolar spaces,lungs
27750175_fig0005,Unknown Disease,,Hyoid Bone
29721684_Fig2,,,
28376081_fig2,HPV negative scrotal cancer,,Scrotum
28376081_fig2,HPV negative scrotal cancer,,Scrotum
28376081_fig2,HPV negative scrotal cancer,,Scrotum
27750175_fig0010,none,cartilage extension,thyroid
30302634_Fig8,Right ventricular thickening,Apical region,Right ventricle
30302634_Fig8,Right atrial dilaturation,Enlarged area within the right atrium,Right atrium
30302634_Fig8,Turbulent blood flow-related signal void,,Heart
29644273_f0005,,,chest
28507724_fig2,,,
27669697_Fig1,Fractured Vertebral Body,Sacral Region,Vertebrae
30393587_f6,Cancer,,Breast
29876029_F3,Electrolyte disturbance,right ventricle,Heart
27798107_ddw356-F4,,,diaphragm muscle
27669697_Fig2,Fracture,,vertebral body
34707947_FIG1,COVID-19,bilateral basal,lung
27669697_Fig3,fractured vertebral body,,vertebrae
27669697_Fig3,spinal canal,,spinal cord
27669697_Fig3,adjacent vertebrae,,vertebrae
27669697_Fig3,fractured vertebral body,middle,vertebrae
34707947_FIG9,Severe acute respiratory distress syndrome,,Lung(s)
34707947_FIG9,Arrhythmia,"Upper left side of the chest, just below the collarbone",Heart
28529636_F5,Hepcidin-like 1 (HeLa) cells,,tumor
28529636_F5,G-TiO2--TPP alone,,tumor
28529636_F5,NIR laser irradiation alone,,tumor
28529636_F5,G-TiO2--TPP+NIR laser irradiation,,tumor
27797069_Fig2,Cancer,,
30837860_F2,,Caudate nucleus,Brain
34790482_FIG2,Heart Disease,,Heart
34790482_FIG2,Pulmonary Edema,,Lung
34790482_FIG2,Right Heart enlargement,Pulmonic Valve Area,Right Heart
28529644_F6,,,wound tissue
34790483_FIG1,Pneumonia,,Lungs
28536683_g03,Heart disease/Myocarditis,,Heart
28536683_g03,Fungal infection,,Heart
30678055_cancers-11-00131-f006,Glioma,,Brain
34970396_F4,,upper left part of the chest near the collarbone,heart
28536683_g04,Fungal Hyphae,,Lung
28536683_g04,Fungal Hyphae,,Kidney
27855679_Fig3,tumor,,organ General
30849948_Fig4,meningoencephalitis,,brain
30849948_Fig4,post-infective extensive demyelination,,brain
34915437_f0005,Dextrocardia,,Heart
28522813_Fig8,,,skin
27855671_Fig2,,Free air,Abdomen
29093420_g001,Pneumonia,Both lungs for nodulars and lower lung fields for ground glass opacities,Lungs
28526098_Fig2,Bacterial infection,,endocardium
27855671_Fig5,None,,Abdomen
30762758_F3,,,pancreas
29607273_FIG1,Bilateral coarse reticulonodular opacities,,Lung
29607273_FIG1,Cysts,,Lung
28526098_Fig3,inflammatory response,,endocardium
28526098_Fig3,intense fibrovascular reactivity,bottom right corner,endocardium
29629039_F1,CVD,,heart
29629039_F1,COPD,,lungs
