28705410_fig0025,alignment,lung boundaries,lungs
34513462_FIG3,tumor,upper lobe,lung
30449778_g001,ICU,alveoli,lung
30304893_F1,teratoma,ovary,ovary
29644267_f0010,clavicle fracture,distal end,clavicle
29644267_f0010,clavicle fracture,mid-shaft,clavicle
34513462_FIG4,tumor,unknown,unknown
34513462_FIG4,edema,around site,unknown
30449778_g002,pulmonary congestion,lower lung fields,lungs
30449778_g002,reduced permeability,lower lung fields,lungs
30304893_F2,teratoma,ovary,ovary
29644264_f0010,focal defect,lateral aspect,diaphragm
29644264_f0010,peritoneal fat,protrusion,diaphragm
29644264_f0010,nubbing of the spleen,protrusion,spleen
34504757_fig1,meniscus,lateral meniscus,knee
35651453_FIG1,abnormalities,lungs,lungs
30304893_F3,teratoma,ovary,ovary
29644302_f0035,hemorrhage,area around the tract,lung
34489676_F2,stroke lesion,DWI,brain
35636209_f0005,pleural effusion,right side,lung
30400371_nutrients-10-01665-f001,liver damage,glomeruli,liver
30400371_nutrients-10-01665-f001,inflammation,glomeruli,liver
30400371_nutrients-10-01665-f001,liver damage,glomeruli,liver
30400371_nutrients-10-01665-f001,inflammation,glomeruli,liver
30400371_nutrients-10-01665-f001,liver damage,glomeruli,liver
30400371_nutrients-10-01665-f001,inflammation,glomeruli,liver
30400371_nutrients-10-01665-f001,liver damage,glomeruli,liver
29644296_f0015,lung,lungs,lungs
34489676_F3,white matter hyperintensities,white matter,brain
31114140_F4,cavitary lesion,cavitary lesion,lung
31114140_F4,consolidation,consolidation,lung
31114140_F4,coils,mediastinum,lung
30854484_Fig4,lung fibrosis,lung,lung
29644296_f0020,tumors,lung,lung
34599194_Fig3,re-align,empty,sound
31554434_fig1-2324709619878337,opacification,right lower lobe,lung
30791466_cancers-11-00244-f003,adenocarcinoma sMDI models,back,kidney
30791466_cancers-11-00244-f003,adenocarcinoma sMDI models,primary isolated tumor,kidney
30791466_cancers-11-00244-f003,adenocarcinoma sMDI models,frozen tumor tissue pieces,kidney
30791466_cancers-11-00244-f003,adenocarcinoma sMDI models,upper lobe,lung
29632670_F1,CT scan,puppy,puppy
34616720_F7,spin-spin relaxivity,brain,brain
31588382_FIG3,organized cryptogenic pneumonia,lung,lung
30717106_foods-08-00048-f002,liver tissue,hepatocytes,liver
30717106_foods-08-00048-f002,liver tissue,sinusoids,liver
29482928_f0005,calcific plaques,,vessels
29482928_f0005,calcific plaques,,leaflets
34542545_fig004,intradural nodule,medullary cone,spinal cord
34542545_fig004,thickening,,leptomeninges
31588382_FIG4,organized cryptogenic pneumonia,lung,lung
29657842_fig2-2058-5241.3.170017,fracture,lateral malleolus,ankle
29657842_fig2-2058-5241.3.170017,fracture,medial malleolus,ankle
29657842_fig2-2058-5241.3.170017,fracture,posterior malleolus,ankle
29657842_fig2-2058-5241.3.170017,fracture,Chaput tubercle,ankle
34831920_ijerph-18-12157-f008,EHL tendon,tendon,tendon
30863496_F5,HB tumor,tumor foci,kidney
30863496_F5,HB tumor,tumor foci,kidney
30863496_F5,HB tumor,tumor foci,kidney
29651386_F5,bone defects,defect,bone
34912609_FIG3,mass,palmar aspect,hand
34912609_FIG3,mass,second proximal phalanx,hand
34912609_FIG3,mass,second flexor digitorum tendon,hand
35251837_FIG3,infection,empty,lungs
35251837_FIG3,pleural effusion,empty,lungs
30849108_pone.0213536.g005,lung,lung lobes,lung
29651403_F2,mass,chest,mediastinum
34912609_FIG4,heterogeneous,tissue,tissue
31742199_f1-1236-1-9135-1-10-20190913,lung fields,lung,lung
31742199_f1-1236-1-9135-1-10-20190913,heart,heart,heart
31742199_f1-1236-1-9135-1-10-20190913,ribcage,ribcage,ribcage
30867059_Fig2,necrotic muscle fibers,"3, 7, and 14 days",gastrocnemius muscle
30867059_Fig2,"regenerative small, basophilic muscle fibers",all hADSC groups,gastrocnemius muscle
29675086_F1,intraparenchymal hemorrhage,right frontal region,brain
29675086_F1,intraparenchymal hemorrhage,left posterior parietal region,brain
29675086_F1,perilesional edema,empty,brain
34912609_FIG5,heterogeneous enhancement,tissue,tissue
31742199_f3-1236-1-9135-1-10-20190913,pleural effusion,left lung,lung
31742199_f3-1236-1-9135-1-10-20190913,pleural effusion,right lung,lung
30880983_f5-ijn-14-1835,H&E-stained images,insertion site,supraspinatus tendon
29633041_Fig3,lymph node swelling,left external iliac region,lymph node
34952636_Fig7,inflammatory tissue,initial ulcer,base
31742199_f4-1236-1-9135-1-10-20190913,pleural effusion,left,lung
31742199_f4-1236-1-9135-1-10-20190913,mediastinal shift,,lung
30880983_f6-ijn-14-1835,cartilage formation,yellow region,cartilage
29633041_Fig4,enlarged lymph node,left iliac regions,lymph node
35043100_fig1,supraspinatus tear,supraspinatus,shoulder
31700735_FIG2,pulmonary edema,lung fields,lung
31024564_F4,p62,lung tumor tissue,lung
29482086_fig0005,wandering spleen,splenic capsule,spleen
35043100_fig2,fluid collection,subacromial space,acromial space
35043100_fig2,disruption of rotator cuff repair,rotator cuff,shoulder
35043100_fig2,lucency,anchors,shoulder
31700731_FIG1,haziness,left chest,lung
31700731_FIG1,emphysematous changes,right side,lung
30880548_fig4-0300060519828935,neoformed bone,bone,bone
29482086_fig0010,ectopic spleen,right side,spleen
29482086_fig0010,wandering pedicle,,spleen
31700731_FIG3,intercostal drainage tube,pleural space,pleural space
31024546_F4,oral osseointegration,Ti screw space,bone
31024546_F4,foreign body reaction,foreign body reaction,bone
31024546_F4,osseointegration,bone/Ti contact region,bone
31024546_F4,fibrin network,fibrin network,bone
31024546_F4,necrotic bone,necrotic bone,bone
31024546_F4,blood clot,blood clot,bone
29414501_fig0010,gallstone,gallstones,ileum
35058794_fig6,Alzheimer's disease,turbinate,nasal
31720135_FIG1,patchy infiltrate,right lower lung base,lung
30978260_pone.0215205.g003,alterations,colon,colon
29642148_F2,ossification,anterior longitudinal spinal ligaments,spine
29642148_F2,hyperostosis,entire spine,spine
29642148_F2,hyper- and hypo-mineralization,,axial and appendicular skeleton
35087975_F24,extension of a structure or lesion,empty,infratemporal fossa
35087975_F24,extension of a structure or lesion,empty,periantral region
30875765_medicina-55-00067-f003,peribronchiolar metaplasia,peribronchiolar,lung
30875765_medicina-55-00067-f003,usual interstitial pneumonia,peribronchiolar,lung
30875765_medicina-55-00067-f003,idiopathic pulmonary fibrosis,peribronchiolar,lung
29642148_F3,hyperostosis,almost the entire spine,spine
29642148_F3,hyperostosis,T4 level,spine
29642148_F3,hyperostosis,upper part of the sacrum,spine
35146074_fig0020,long plantar ligament,plantar aspect,foot
35146074_fig0020,cortex of the calcaneus,plantar aspect,calcaneus
35299806_f1-squmj2202-129-133,measles infection,bilateral infiltrates,lungs
31068802_F6,diabetic rats,hippocampus,hippocampus
29642148_F4,sagittal suture,sagittal suture,cranium
29642148_F4,coronal sutures,coronal sutures,cranium
35146074_fig0035,plantar aponeurosis,cords,foot
35299806_f2-squmj2202-129-133,measles infection,bilateral chest infiltration,lungs
31042749_pone.0216003.g003,SHED-CM,empty,skin
31042749_pone.0216003.g003,HFSC-CM,empty,skin
29642152_F2,tumorous lesion,mandibular ramus,mandibular
35146074_fig0045,calcaneus,calcaneus,foot
31130791_F2,intercostal draining chest tubes,intercostal spaces,chest
31098389_F6,inflammatory aggregates,lobules,skin
31098389_F6,dysplasia,,skin
31098389_F6,mitosis,,skin
31098389_F6,polymorphism,,skin
31098389_F6,atypia,,skin
29642189_F3,mass,eye muscular cone,eye
35140570_fig4,convex,superior profile,midbrain
35140570_fig4,concave,superior profile,midbrain
35140570_fig4,flat,superior profile,midbrain
30865007_F2,cervical myelitis,C3-C5 region,spinal cord
30865007_F2,bilateral mediastinal lymph-adenopathy,bilateral,mediastinum
31186830_rjz145F1,sheets of polygonal cells,polygonal cells,kidney
31186830_rjz145F1,PAS+ multinucleated cells,multinucleated cells,kidney
29536175_Fig1,clavicles,clavicle,skeleton
35110917_FI2171884-1,anterior limb of the internal capsule,anterior limb,brain
35110917_FI2171884-1,anterior limb of the internal capsule,ventral mid-putaminal,brain
35110917_FI2171884-1,anterior limb of the internal capsule,bilateral,brain
35110917_FI2171884-1,anterior limb of the internal capsule,lesions,brain
35110917_FI2171884-1,anterior limb of the internal capsule,bilateral,brain
30713299_g003,Extracorporeal Life Support,ventricles,heart
31183279_FIG6,tumor,kidney,kidney
29785366_fig1,renal mass,left,kidney
35202200_tomography-08-00035-f001,spinal atrophy,cervical spinal cord,spinal cord
35202200_tomography-08-00035-f001,cortical cerebellar atrophy,vermis,cerebellum
35202200_tomography-08-00035-f001,olivopontocerebellar atrophy,basis pontis,brainstem
35202200_tomography-08-00035-f001,spinal atrophy,superior cervical medulla,spinal cord
31172096_F3,bullets,neck region,neck
31249775_fig3,cystic lesions,kidney,kidney
29785373_fig1,intravesical mass,left ostium,bladder
29785373_fig1,intravesical mass,posterior bladder wall,bladder
35295165_fig3,liver cancer,hepatic region,liver
31167644_Fig1,pneumonia,alveoli,lung
31249775_fig4,cysts,cysts,kidney
31249775_fig4,interstitial fibrosis,fibrosis,kidney
29785373_fig2,polypoid structure,posterior bladder wall,bladder
29785373_fig2,central necrosis,core of polyp,bladder
35122130_Fig9,tracheomalacia,trachea,trachea
35122130_Fig9,bronchopulmonary dysplasia,trachea,trachea
31281743_FIG1,pleural effusion,right-sided,lung
31249903_fig2,innfiltrates,underneath the macula,choroid
31249903_fig2,cystoid retinal edema,over the choroid,retina
31249903_fig2,subretinal fluid,over the choroid,retina
31249903_fig2,lymphoma,multiple,lymph node
31249903_fig2,neoplastic lymphocytes,multiple,lymph node
31249903_fig2,monocytoid lymphocytes,multiple,lymph node
31249903_fig2,Dutcher bodies,multiple,lymph node
31249903_fig2,RPE changes,throughout the choroid,retinal pigment epithelium
29785378_fig2,renal pelvis,renal pelvis,kidney
29785378_fig2,bladder,bladder,kidney
35360775_F1,cord compression,C4/C5 and C7/T1,spinal cord
31281743_FIG3,pleural effusion,right-sided,pleura
31281495_F3,circZKSCAN1,glomeruli,hepatocellular carcinoma
31281495_F3,EpCAM+,glomeruli,tumor
29853906_fig2,inflammatory changes,surrounding tissue,gallbladder
35360701_fig1,pituitary gland,,pituitary gland
35360701_fig1,soft palate,middle-sagittal section,soft palate
35360701_fig1,pituitary gland,,pituitary gland
35360701_fig1,soft palate,middle-axial section,soft palate
31228779_fig0010,opacities,,lungs
31228779_fig0010,fluid accumulation,,lungs
31228779_fig0010,opacities,,lungs
31228779_fig0010,fluid accumulation,,lungs
31228779_fig0010,opacities,,lungs
31228779_fig0010,fluid accumulation,,lungs
31221126_Fig1,granulomas,non-caseating granulomas,kidney
31221126_Fig1,giant multinucleated cells,giant multinucleated cells,kidney
31221126_Fig1,glomerulus,left upper corner,kidney
29854552_fig2,renal arteries,arteries,kidney
35360838_F2,deep learning model,brain,brain
31229774_fig0005,atelectasis,left lower lung field,lung
31229774_fig0005,blunting,costophrenic angle,lung
31229774_fig0005,atelectasis,right middle lung field,lung
31221126_Fig2,calcium crystals,tubules,kidney
31221126_Fig2,eosinophils,,kidney
31297310_fig1,cardiothoracic ratio,heart,heart
31297310_fig1,left upper translucency,lung,lung
31192941_F3,granulomas,granulomas,lymph node
29144163_f2,CT scans,,kidney
35360838_F5,meningioma tumor,brain,brain
31274506_F2,pneumonia,lung,lung
31330915_cancers-11-01027-f005,necrotic areas,empty,tumor
31330915_cancers-11-01027-f005,vessel-like structures,empty,tumor
31330915_cancers-11-01027-f005,trabecular structures,empty,tumor
29905192_fig1,pseudocyst,tail,pancreas
29905192_fig1,dilated common bile duct,empty,bile duct
29905192_fig1,intrahepatic bile ducts,parenchyma,liver
32030038_F2,cardiomegaly,superior mediastinum,heart
32030038_F2,cardiomegaly,,heart
32030038_F2,dilated main pulmonary,main pulmonary,lung
32030038_F2,dilated main pulmonary,pulmonary,lung
32030038_F2,narrow superior mediastinum,superior mediastinum,heart
31531104_F3,spindle cells,fascicles,kidney
31531104_F3,osteoclastic giant cells,interspersed,kidney
29905192_fig4,large collection,body and neck,pancreas
29905192_fig4,large collection,lesser sac region,pancreas
29905192_fig4,large collection,empty,stomach
29905192_fig4,large collection,empty,common bile duct
29905192_fig4,large collection,empty,adjacent soft tissues
35399447_FIG5,transverse process,absent,vertebrae
31531104_F4,SMA positivity,spindle cells,spindle cells
29805356_F1,thickened colonic wall,colonic wall,colon
35392628_fig2-20584601221085520,tumor infiltration,proctectomy,proctectomy specimen
31998394_F4,cardiac apex,apex,heart
31576373_F3,neutrophilic transplant glomerulitis,glomeruli,kidney
31576373_F3,focal glomerular capillary loop fibrin thrombi,glomeruli,kidney
31576373_F3,focal segmental glomerulosclerosis,glomeruli,kidney
31576373_F3,interstitial fibrosis,interstitium,kidney
31576373_F3,tubular atrophy,tubules,kidney
29849750_Fig1,inflammation,,right lower quadrant
29849750_Fig1,remnant appendix tissue,tip,appendix
35043686_F1,tumor progression,brain,brain
31579523_fig1,cardiomegaly,empty,heart
31579523_fig1,pulmonary edema,empty,lung
31535237_Fig11,tumor,kidney,kidney
29849750_Fig2,fecalitis,pericecal region,appendix
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35399364_F3,outliers,,head model
35270454_ijerph-19-02761-f002,cannula,chest cavity,vena cava
31536540_pone.0222034.g002,osteolysis,bone,tibia
29887677_Fig4,outflow graft,artery,artery
35480081_fig7,reconstruction,imaging,imaging
32029494_F1,latent tuberculosis infection,upper lobe,lung
32029494_F1,latent tuberculosis infection,,kidney
31649317_Fig2,Jones staining,glomerular basement membrane,kidney
31649317_Fig2,PAS staining,brush border,kidney
31649317_Fig2,CD31 staining,blood vessels,kidney
31649317_Fig2,Trichrome staining,fibrosis,kidney
31649317_Fig2,AE1/AE3 staining,epithelial structures,kidney
29843630_Fig1,skull base mass lesion,base,skull
35449608_FIG4,leptomeningeal enhancement,meningeal,brain
32165798_F4,acute respiratory distress syndrome,middle zones,lungs
24179664_fig003,abnormal cell growth,tissue,tissue
35449608_FIG5,leptomeningeal infiltration,leptomeningeal,brain
32185363_F1,increased markings,lower lung fields,lung
31692747_f0003,malignant spindle-shaped cells,submucosa,mucosa
27215455_Figure1,CT laser light,lung,lung
32185298_F1,pneumonia,alveoli,lung
31692747_f0004,malignant spindle melanocytic cells,melanocytes,skin
28532546_Figure1,tumor,left pulmonary hilum,lung
35430586_Fig4,super-resolution,glomeruli,kidney
35430586_Fig4,super-resolution,alveoli,lung
32185298_F3,infiltrates,lung fields,lung
31600735_f7,metastasis,metastatic foci,lungs
28532546_Figure4,giant tumor,left pulmonary hilum,lung
28532546_Figure4,lymphadenopathy,,lymph nodes
35497372_fig1-2329048X221094977,ischemic cerebrovascular accident,right occipital cortex,cerebral
35497372_fig1-2329048X221094977,ischemic cerebrovascular accident,subcortical white matter,cerebral
32140361_FIG1,patchy interstitial infiltrates,interstitium,lung
31660116_F6,neoplastic cells,,unknown
31660116_F6,dysplastic tumor cells,,unknown
31660116_F6,neoplastic cells,,unknown
31660116_F6,melanoma cells,,unknown
31660116_F6,melanocytes,,unknown
31660116_F6,cell proliferation,,unknown
31660116_F6,melanoma cells,,unknown
28532546_Figure5,soft tissue giant tumor,left pulmonary hilum,lung
28532546_Figure5,lymphadenopathy,,lung
35497372_fig2-2329048X221094977,ischemia,"frontal, parietal, temporal lobes",brain
32140357_FIG1,tension pneumothorax,right sided,lung
31737386_fig3,acute fetal hemorrhage,terminal villi,placenta
29587914_Figure2,lung leiomyosarcoma,left atrium,lung
32140357_FIG2,pneumothorax,pleura,lung
24224047_pone-0080315-g008,intra-osseous metastasis,femur,bone
29587914_Figure4,invasive fibroma,fibroma,lung
35524293_Fig3,U-Net,brain,brain
31896849_F3,lymphadenopathy,hilar regions,lungs
31896849_F3,lymphadenopathy,paratracheal area,lungs
24228062_fig2,renal cells,kidney,kidney
29977745_fig1,lesion,upper lobe,lung
35611296_F5,bucket handle tear,anterior horn,meniscus
35611296_F5,bucket handle tear,quadruple cruciate sign,meniscus
35611296_F5,bucket handle tear,truncated meniscus sign,meniscus
31799097_FIG2,chest x-ray,empty,chest
24228062_fig3,H&E staining,hepatocytes,liver
24228062_fig3,portal triad,,liver
24228062_fig3,portal vein,,liver
24228062_fig3,hepatic artery,,liver
24228062_fig3,bile duct,,liver
29977745_fig4,lesion,right upper lobe,chest
35611296_F6,bicompartmental bucket handle tears,anterior horn,knee
35611296_F6,bicompartmental bucket handle tears,anterior horn,knee
35611296_F6,bicompartmental bucket handle tears,posterior cruciate ligament,knee
31768425_fig3,aortic coarctation,inferior rib,aorta
31660074_F6,laser irradiation,tumor,tumor
31660074_F6,apoptosis,tumor slices,tumor
31660074_F6,H&E sections,tumor tissue,tumor
29977790_fig3,tumor,apical segment,lung
35015574_F2,lobular carcinoma,breast,breast
35015574_F2,suspicious enhancing nodules,breast,breast
32322474_fig2,consolidation,left upper lobe,lung
32322474_fig2,paraseptal thickening,peripheral region,lung
32322474_fig2,bronchial thickening,peripheral region,lung
31660080_F6,caspase-3,,tumor
31660080_F6,caspase-3,,muscle
31660080_F6,caspase-3,,muscle
34106792_F7,cystic fibrosis,right-upper lobe,lung
34106792_F7,mucus-filled airways,right-upper lobe,lung
34106792_F7,ventilation defect,right-upper lobe,lung
32328332_fig1,bronchial thickening,left lung base,lung
